PassengerId,Survived_pred,Probability
1063,0,0.15611974493116784
1064,0,0.12096179700996032
1065,0,0.15493938723935458
1066,0,0.15328634954090936
1067,1,0.9218278630148744
1068,1,0.8841411919379104
1069,0,0.26545411445731604
1070,1,0.6661273671546286
1071,1,0.6540777069221937
1072,0,0.14361865430698575
1073,0,0.24073169319634957
1074,1,0.8936960748053665
1075,0,0.15297245425952027
1076,1,0.8802862696236909
1077,0,0.15636127360056415
1078,1,0.9221423176181576
1079,0,0.11448172857727278
1080,0,0.15628612477835907
1081,0,0.1542383130229014
1082,0,0.13764687045880386
1083,0,0.15618148657001135
1084,0,0.3594462533372839
1085,0,0.12949050078985902
1086,1,0.8150096337616058
1087,0,0.1507942258757668
1088,1,0.6059416992188796
1089,1,0.5580526120942453
1090,0,0.14395427785655288
1091,1,0.519830350488645
1092,1,0.8669188216682675
1093,1,0.850498083611199
1094,0,0.40768961236222456
1095,1,0.9421726916447067
1096,0,0.14137986056109852
1097,0,0.15690316977883773
1098,1,0.8345472556850885
1099,0,0.1424175726886442
1100,1,0.8540119877994043
1101,0,0.14425332709511232
1102,0,0.17435936518689274
1103,0,0.14439883168327866
1104,0,0.2507734291657922
1105,1,0.7745863365904216
1106,0,0.2904168574738586
1107,0,0.15557099391975543
1108,1,0.8581244991018849
1109,0,0.29055354608416667
1110,1,0.89606793189557
1111,0,0.14571209194926488
1112,1,0.8622755859770223
1113,0,0.14780693657576124
1114,1,0.8513522712257087
1115,0,0.1474800874869001
1116,1,0.7891556470175405
1117,1,0.6537426466197951
1118,0,0.14491212950499277
1119,1,0.8579604843011989
1120,0,0.1673173378118511
1121,0,0.15028458601516753
1122,0,0.2673449515217877
1123,1,0.8879950792596295
1124,0,0.12183294749409604
1125,0,0.1530484110668456
1126,0,0.23641894319485213
1127,0,0.14964220641040962
1128,0,0.28959778309587025
1129,0,0.17487413382410064
1130,1,0.8975580432053888
1131,1,0.9101378359779216
1132,1,0.7748738415561116
1133,1,0.8013833518911884
1134,0,0.2645875590666586
1135,0,0.14549575943468826
1136,0,0.08117924456263326
1137,0,0.16082241623398746
1138,1,0.8686293032929491
1139,0,0.10919667703120861
1140,1,0.8580868910781225
1141,1,0.6921315959547428
1142,1,0.9337402504645753
1143,0,0.14973330940811427
1144,0,0.21539217246638226
1145,0,0.14634323489872314
1146,0,0.1525053291256564
1147,0,0.14505008788751184
1148,0,0.15297245425952027
1149,0,0.14571209194926488
1150,1,0.8531166116639924
1151,0,0.14745346319152472
1152,0,0.12483051353225337
1153,0,0.14755493750411855
1154,1,0.8716669736247549
1155,1,0.8346513570860661
1156,0,0.1296637009485424
1157,0,0.14550678144704
1158,0,0.15626700970397933
1159,0,0.14505008788751184
1160,1,0.5195832111188669
1161,0,0.1608967923062589
1162,0,0.1815006840870393
1163,0,0.15297245425952027
1164,1,0.8757430423944251
1165,1,0.8580216929503603
1166,0,0.15493594597693058
1167,1,0.8540957633672268
1168,0,0.1407330093151138
1169,0,0.14496816555578299
1170,0,0.13419988622603024
1171,0,0.14604597192935526
1172,1,0.5370840179785089
1173,1,0.7674155213311793
1174,1,0.8579604843011989
1175,1,0.897267082931108
1176,1,0.82849064983024
1177,0,0.1532235618354374
1178,0,0.14465804682345335
1179,0,0.17960039891660182
1180,0,0.15493938723935458
1181,0,0.14571209194926488
1182,0,0.15636694891697334
1183,1,0.852574021238315
1184,0,0.15493938723935458
1185,0,0.1653376515616832
1186,0,0.1563379484975417
1187,0,0.14439681616643887
1188,1,0.9393693957398656
1189,0,0.15623619985610615
1190,0,0.15401740952566215
1191,0,0.14631970014630255
1192,0,0.14950618349268385
1193,0,0.13208332834835268
1194,0,0.11751226944497177
1195,0,0.14545521728150523
1196,1,0.8579604843011989
1197,1,0.7995290666612557
1198,0,0.33120640271158586
1199,1,0.775013507716387
1200,0,0.17350971343993035
1201,0,0.43997117343979925
1202,0,0.15677820660064493
1203,0,0.16714893188619323
1204,0,0.14508293251770232
1205,1,0.8230254413639407
1206,1,0.8735598732718215
1207,1,0.8590856523850429
1208,0,0.4093177407521539
1209,0,0.156255666043302
1210,0,0.1447762952018391
1211,0,0.1457544903986512
1212,0,0.14423898504269508
1213,0,0.1593706149431584
1214,0,0.14259576507825547
1215,0,0.15330196236625823
1216,1,0.8684591885219578
1217,0,0.14396619059371024
1218,1,0.8004360863060149
1219,0,0.18360819077676865
1220,0,0.13706637911835728
1221,0,0.15071608981177714
1222,1,0.7896564379400483
1223,0,0.15612880813259714
1224,0,0.15493594597693058
1225,1,0.7809196245555456
1226,0,0.14483110485321887
1227,0,0.15426295807079352
1228,0,0.14552467459037172
1229,0,0.1177391539394792
1230,0,0.16036719301209168
1231,0,0.15493938723935458
1232,0,0.16118952790147478
1233,0,0.14924152908675575
1234,0,0.428311768287963
1235,1,0.7337203802206107
1236,0,0.07917442043473641
1237,1,0.5706164048838854
1238,0,0.14259576507825547
1239,1,0.6116158952380426
1240,0,0.14465644556111543
1241,1,0.8786970304864208
1242,1,0.8828591460492412
1243,0,0.14137986056109852
1244,0,0.2430360659977537
1245,0,0.14296062966198664
1246,1,0.7906068000525398
1247,0,0.1556943510251967
1248,1,0.8038820947923846
1249,0,0.14548474039096893
1250,0,0.15297245425952027
1251,0,0.4407431464213894
1252,0,0.1821304510151611
1253,1,0.91059421813912
1254,1,0.8786970304864208
1255,0,0.14585458949832894
1256,1,0.8932044741941817
1257,0,0.4226832757996327
1258,0,0.14993153895652866
1259,1,0.6509052038412222
1260,1,0.8805441482544605
1261,0,0.13070690354871467
1262,0,0.15624811542207875
1263,1,0.8567473726266172
1264,0,0.15921942616375906
1265,0,0.15575301679754527
1266,1,0.9082164472502631
1267,1,0.8437865295117496
1268,0,0.30372289849786255
1269,0,0.14952149087391964
1270,0,0.15723234708738076
1271,0,0.1307089502234947
1272,0,0.15297245425952027
1273,0,0.15206416369187495
1274,1,0.5454310651659485
1275,0,0.48334258122092333
1276,0,0.1424212987346318
1277,1,0.8580643533655178
1278,0,0.14429493941144927
1279,0,0.1470616737640777
1280,0,0.1545104618470348
1281,0,0.13002641255201983
1282,0,0.16990352882488383
1283,1,0.904953269036998
1284,1,0.5310312392062638
1285,0,0.15367929932765728
1286,0,0.05397931480305813
1287,1,0.8922483881125377
1288,0,0.15167539824854123
1289,1,0.9154865410822149
1290,0,0.1459203255130464
1291,0,0.1554532753148356
1292,1,0.871786437087823
1293,0,0.13979565270854333
1294,1,0.8986546482937456
1295,0,0.20658212383435942
1296,0,0.22434973750196158
1297,0,0.15383842980542325
1298,0,0.14542605413518792
1299,0,0.37849350393590103
1300,1,0.857923346153527
1301,1,0.811439079793181
1302,1,0.8579604843011989
1303,1,0.874258876388456
1304,1,0.518496713355003
1305,0,0.14571209194926488
1306,1,0.8819962465060017
1307,0,0.15515718580207258
1308,0,0.14571209194926488
1309,0,0.11875217730144999
